,rank,city,cost_of_living_index,rent_index,cost_of_living_plus_rent_index,groceries_index,restaurant_price_index,local_purchasing_power_index
0,,"Montreal, Canada",101.80,65.44,87.37,87.83,62.93,57.67
1,,"San Francisco, CA, United States",100.14,117.65,107.09,117.42,105.24,101.50
2,,"New York, NY, United States",100.00,100.00,100.00,100.00,100.00,100.00
3,,"Toronto, Canada",80.42,59.52,72.13,108.07,57.72,78.54
